source_language,target_language,source_text,target_text
Dholuo,Swahili,asebedo ga kaparoni ni mondo ikele mondo alos chienda to sate iwacho ni ikele mapiyo  to koro en gima rach ni pok ikele,"Nimekuwa  nikikukumbusha  kuhusu  haja  yangu  kuitumia  kurekebishia  auwangu  na  licha  ya  kuahidi  kila  mara  kuileta  punde, nasikitika  bado  sijaiona.     "
Dholuo,Swahili,Donge ipare chieng’cha?,"Je, wakumbuka siku ile?"
Dholuo,Swahili,Nyasaye ditamre nade?,Mungu anawezaje kukataa?
Dholuo,Swahili,Ne en kose ywak mar adiera. ,Kilikuwa ama kilio kwa kweli. 
Dholuo,Swahili,Migosi obado olero ni mine ok onego orit mana mondo owalgi elemo mamoko mag telo to kaber girakre gi chuo elaro lemo mag telo.,Mheshimiwa Obado amesema kuwa wanawake hawafai kungoja tu kuteuliwa bali wanapaswa kupigania viti vya kuchaguliwa na wanaume
Dholuo,Swahili,Wek tugo koda nyathini,Usicheze name we mtoto.
Dholuo,Swahili,Ne gin gi ngima maber kod pi maler.,Walikuwa na afya bora na maji safi ya kunywa na kutumia.
Dholuo,Swahili,Ring abula bende koda mandas ne en mana siling' abich. ,Choma pia ilikuwa shilingi tano kwa andazi. 
Dholuo,Swahili,Natedo chon kawuono,Nilipika mapema leo
Dholuo,Swahili,"Etuakne makende kawuono, jatend piny owacho bende okuayo ne jopuonjrego hawi maber kagi ikore timo penj.","Katika mazungumzo yake leo,rais anawatakia watahiniwa hao kila la heri katika mitihani yao wanapojiandaa kufanya mitihani."
Dholuo,Swahili,"Ka in gi Nyasaye, ibiro chopo kama idhiye maok iketho.",Ukiwa na Mungu utafika salama.
Dholuo,Swahili,Ne a setieko chon ,Nilimaliza kitambo
Dholuo,Swahili,"Kata ka inyalo geng' mtokni ma ringo gotieno nikech derepe mang'eny tiyo odiechieng' mangima, mano nyalo miyo giol ma gikel masira.",Iwapo kutapigwa marufuku ya safari za usiku kwa kuwa madereva waendeshao hadi usiku huwa niwachovu kwa kufanya kazi hiyo mchana kutwa na mara nyingi kusababisha ajali.
Dholuo,Swahili,Omenda maromo kamano oseti godo chakre chenro makama ne chakre higni ariyo mokalo. ,Kiwango hicho cha fedha kimetumiwa tangu mpango huo ulipoanzishwa miaka miwili iliyopita. 
Dholuo,Swahili,Thothgi nodonjo e timbe mahundu to moko nobedo wasumbni.,Wengi wakawa wahalifu na baadhi yao wakawa waraibu.
Dholuo,Swahili,"E wi mago, lowo bende osekethi.","Fauka ya hayo, udongo pia umeadhiriwa na uchafuzi wa mazingira."
Dholuo,Swahili,"KINDE KA KINDE, weuru wanon ane tiend mibadhi.",UFISADIHebu mkwanza tujaribu kufafanua maana ya ufisadi.
Dholuo,Swahili,Ngimana opandi kuom jachuech.,Maisha yangu iko kwa Yesu
Dholuo,Swahili,"Kenya nigi sigand nego josiasa, kendo mano ok onego okawwa mayot.","""Kenya imekuwa na historia ya wanasiasa kuuawa na vitisho hivi havifai kupuuzwa."
Dholuo,Swahili,Yamo opudho yien,Mti umeng'olewa na upepo
Dholuo,Swahili,Ero uru kamano.,Shukrani.
Dholuo,Swahili,Ket pi machielo ekendo,Weka maji ingine kwa moto
Dholuo,Swahili,Gi dhi wuotho e dhoo nam,Wameenda kutembea kando ya ziwa
Dholuo,Swahili,"Kane weche liel oserumo, Kijasiri nowuok odhi e boma  mondo ochiw lipot ne owadgi. ","Baada ya mazishi kumalizika,  alirudi mjini kwenda kumfahamisha nduguye. "
Dholuo,Swahili,Jatend piny paraguay mario abdo benitez olero ni odhi yiero duol manyien mar jotend migepe manyalo chopo duach jopiny.,Rais Mario Abdo Benitez amesema kuwa atachagua kamiti ya mawaziri ambao watatimiza matakwa ya wananchi. 
Dholuo,Swahili,Nonro matut dhi nyime ewach masirano.,Uchunguzi unaendelea kuhusiana na mikasa hiyo.
Dholuo,Swahili,"Josiasa bende ohero luongore gi nyinge ma ok morgi, kaka farese, punde, kod tuktuk.","Pia wanasiasa hutusiana kupeana majina wasioyapenda mathalani farasi, punda na tukutuku. "
Dholuo,Swahili,Joma odak e gweng' mar boresha osechako luwo ahinya chik mar rito ler mar alwora.,Wanakijiji wa kijiji cha boresha wamekuwa wakaidi zaidi kwa upande wa usafi wa mazingira.
Dholuo,Swahili,Paro mang'eny tieke,Mawazomengi yanammaliza
Dholuo,Swahili,Romo makama biro tok ka counties moko e thurka moriwo kisumu kod mamoko osechako ayango chenro mar chiwo chanjo ne apisas mag thieth.,Mkutanoa kama huu unakuja siku chache tu baada ya kaunti kadhaa humu nchini kuanza mipango ya kuwapa chanjo  wananchi dhidi ya ugonjwa wa korona
Dholuo,Swahili,Ibiro bedo ruoth nyak chieng' Chebaskwony ne onyiero kane osemiyo nyawadgi wach. ,"Utabaki mfalme daima dawamu,  Chebaskwony alicheka baada ya kumpa mwenzake wosia. "
Dholuo,Swahili,"Mondo omi warit alworawa obed maler, dwarore ni wagol yugi kuonde maok owinjore, kendo warit alworawa mondo tuoche kaka malaria kod nyaldiema kik landre.","Ili kuweka mazingirayetu yawe safi, hatufai kutupa takataka ovyo ovyo na pia tufagie mazingira yetu ili tusipatwe na magonjwa kama malaria na kipindupindu."
Dholuo,Swahili,Akwayo mondo iduoka penjo mara. ,Naomba jibu kwa swali langu tu basi. 
Dholuo,Swahili,"Ne gimiyo  jopur moko matindo tindo pi, kodhi maonge chudo, kata nengo pi kodhi ne odok piny, mondo omi gilos puothegi obed mabeyo.",wa mashamba madogo kwa kuwapa mbolea za bure au kuwapunguzia bei ya mbolea hizo ili kuweza kukuza kilimo.
Dholuo,Swahili,Ong'e gimoro mane otimo eyo mopondo. ,Hakufanya chochote wala lolote siri. 
Dholuo,Swahili,Kendo ne apo mana ka piny oru. ,Naam kucha kusikuche hatimaye kulikucha. 
Dholuo,Swahili,Sabudana en kit chiemo mong'ere ahinya e pinyno.,Sabudana ni aina ya chakula cha muhogo kinachopikwa zaidi Nchi mchia.
Dholuo,Swahili,Kido mar chilo en gima rach ne chwech nikech en kido mar bedo maok ler.,Uchafu ni kitu kibaya kwa kiumbe sababu ni hali ya kutokuwa safi.
Dholuo,Swahili,"Lndruok mar tij dede kelo luoro/buok. luoro osiko kaluowore koda lal maduong' ma jopur oseyudo e kaunti ma Kisumu Koda Nyeri, bang' kweth maduong mar dede monjogi tich ariyo odhiambo. ","Msambao wa kasi wa nzige wazua hofu teleHofu imezidi kuhusu uwezekano wa hasara kubwa kwa wakulima katika Kaunti za Kisumu na Nyeri,  baada ya makundi ya nzige kufika na kuanza kuvamia mashamba Jumanne jioni. "
Dholuo,Swahili,In ewuoda maduong’?,Wewe ndiye kitinda mimba wangu?
Dholuo,Swahili,Aruwo nyuka mopoto,Nimepika uji nzito
Dholuo,Swahili,In ja igni adi?,Uko na miaka mingapi?
Dholuo,Swahili,Wuon mare ne otiyo koda kambi mar Jo reru. ,Baba yake alifanya kazi katika shirika la reli. 
Dholuo,Swahili,Mtoknionego ketnegi okanda mar ngima kendo neno ni okanda no tiyo.,Magari yanafaa kuwekwa mikanda ya usalama na kuhakikisha kuwa mikanda hiyo inatumiwa: Mikanda hiyo itawasaidia abiria wapokabiliana na ajali kwa mfano gari linapopinduka abiria kiwa watakuwa wamefunga mikanda hatuataweza kurushwa Kutoka kwa gari na kumsababishia kujeruhika zaidi au pig..
Dholuo,Swahili,"D. mar Pinje ma nigi mwandu e Afrika, nigi mwandu mang'eny mag lowo.",D. Mataifa tajiri zaidi Afrika huwa na madini mengi sana.
Dholuo,Swahili, kasim majaliwa jopiny kaachiel kod jotelo ma oseloso ekinde nyasino jomedo mana pako mokalo mago makare mane otim kod  mosenindo  magufuli ,"Kassim Majaliwa, viongozi pamoja na wale wote waliozungumza wamezidi tu kummiminia sifa mwendazake John Magufuli"
Dholuo,Swahili,Mae chopo kwan jogo ma tuono osenego nyaka aluf achiel mia abiriyo gi apar gi auchiel,Hii ni kufikia idadi jumla ya watu elfu moja mia saba kumi na sita ambao wameangamia. 
Dholuo,Swahili,Cham lep ka itang’,Kula ulimi ukijiadhari
Dholuo,Swahili,"Ne oparo kane onyalo goyo simo ne ASISI e seche go mondo opimne  kuom romo mane gin godo gi Kifuja, to ne ong'ado wach mondo oriti. ","Aliwaza iwapo angempigia Asisi simu wakati huo amwambie juu ya mkutano huo wake na Kifuja, lakini akafanya uamuzi na kusubiri aone. "
Dholuo,Swahili,Oweyo aweya,Amewacha tu maneno
Dholuo,Swahili,Wito yugi kamoro amora bende hinyo jamni.,Kutupa taka taka kila mahali pia huwadhuru wanyama wetu.
Dholuo,Swahili,"kitimo kamano,ng'at manene oketho ni ok bi neno wichkuot kuom kwayi ng'uono","Kwa  kufanya  hvi, aliyekufanyia  ubaya  hataona  aibu  kukuomba  msamaha."
Dholuo,Swahili,"Jii maket kod mago emier magiowacho ni kwan mag jii machopo eute mag alam nyaka gaa kinde duto mondo othir dhungruok amag jolemo ka mago madhi chopo eute mag alam anyaka joneni joluwore kod chik mar luoko lwedo , rwakko mask kod bende bedo ma ogwechore kod jowadgi5","Inasemekana kuwa idadi ya wanaoenda kanisani wanafaa kufuata sheria za kudhibiti ugonjwa wa Korona kwa kuosha mikono, kuvaa barakoa  na kukaa mita moja mbali na watu."
Dholuo,Swahili,Mkwongo en gimayot ndiko wach machando chunyi nikech  ibiro wache eyo mayot kendo mamulo chuny. ,WazoNi rahisi kuliandika jambo linalokera moyo wako maana utalitoa kwa usahihi na kwa njia inayogusa moyo. 
Dholuo,Swahili,"Khawa ka omaki gi tuo mar CBD, Ite lokore kendo bedo marateng' mopogore gi rangi ma majan kendo gichako lwar piny. ","Mkahawa unapoathiriwa na ugonjwa wa CBD,  buni zake hubadilika rangi na kuwa nyeusi badala ya rangi ya kijani au nyekundu. Kisha zinaanza kudondoka. "
Dholuo,Swahili,Eseche ogogo olero ni pith mar rech ei nam oseduoko piny kwan rech.,Wakati huo huo ameeleza kuwa ufugaji wa samaki almaarufu â€œfish cagingâ€ katika ziwa imepunguza idadi ya samaki.
Dholuo,Swahili,"E wi mano, en gima ber keto kamera mopondo ei mtokni.","Isitoshe, ni muhimu kuweka, kamera za siri katika vyombo vya usafiri."
Dholuo,Swahili,Jotelo ma ok luw chikego onego ogol e tich kendo oter e jela mondo obed ranyisi ne jowetegi.,Viongozi wasiotii sheria wafutwe kazi na kupelekwa gerezani ili iwe funzo kwa viongozi wengine.
Dholuo,Swahili,Jang'wech ringo piyo piyo,Mchezaji wa mbio za riadha anakimbia  kwa kasi
Dholuo,Swahili,Otiko nogono ne nigi andike mang'eny matindotindo.,Fomu yenyewe ilikuwa na maandishi mzengi madogo.
Dholuo,Swahili,"Wan kaka jopuonjre, wachikowa ahinya kuom ler, nimar e skul, jopuonj puonjowa kaka wanyalo bedo maler, to ng'ato ka ng'ato yiero owuon kabe obiro bedo maler kata maok ler.",Sisi kama wanafunzi wa shule hasa tunapswa kuwa wasafi kwasababu shuleni walimu hawa wanatufunza jinsi ya kuwa wasafi lakini kila mtu hujichagulia kuwa msafi au mchafu.
Dholuo,Swahili,"Chandruok mag yuto osemiyo piny opong ' gi tuo mar corona ma ok nyal thiedhore kendo oseketho piny mangima, to jomoko to ok osetony.",Uchafuzi wa mazingira umetufanya kukumbwa na janga hili la korona lisilo sikia dawa yoyote na kutetemesha dunia nzima huku wengine wakiachwa bure bilashi.
Dholuo,Swahili,Mokuongo jopiny onego ochiw thuolo maromre ne joma nigi tuoni nikech gin koda ratiro kaka jomoko. ,Kwanza kabisa jamii inafaa kuwapa nafasi sawa watu hawa kwa kuwa wao wana haki kama binadamu wa kawaidi. 
Dholuo,Swahili,"Chon, ne gin gi lwedo machalo mar paka ma mako gimoro amora ma gineno.","Hapo kabla, walikuwa na mkono wa paka kunyakua watakacho pata."
Dholuo,Swahili,Nitie gik mang'eny manyalo miyo nengo mar gik moko olokre.,Bei ya bidhaa huathiriwa na mambo mbalimbali.
Dholuo,Swahili,Apaya chal nade kuno?,"Je, barabara ikoje leo?"
Dholuo,Swahili,"Ng'e bende ni, ripode mamoko, kaka mag riwruoge mag oganda, itiyogo e ng'ado rieko e weche mag ohala, sirkal, koda mamoko.","Kumbuka kuwa ripoti nyingine  kama vile za asasi, hutegemewa katika kufanya maamuzi kuhusu kampuni,serikali n.k."
Dholuo,Swahili,Ne obayo wang'e koni gi kocha ka ng'ama timo nonro. ,Alimagamaga na kuangazaangaza macho kama kachero. 
Dholuo,Swahili,Mano kelo dongruok e piny kendo dongo uchumi. ,Hii huleta maendeleo katika nchi na pia kuimarisha uchumi. 
Dholuo,Swahili,Koro chik wacho ni nga'ma onge' kod ketho odinne nikech ngama ne oktho chik pok omaki?,Hivi sheria zinasema kuwa mtu asiye na hatia azuiliwe bure bilashi ati kwa kuwa mhalifu mwenyewe bado hajakamtwa?
Dholuo,Swahili,Ministrino ne dwaro ni orit jandiko ma ne ondiko wechego.,Waziri huyo alimtaka mwandishi aliyeripoti habari hiyo kuwekwa chini ya ulinzi.
Dholuo,Swahili,Kuom ranyisi; kaka jalo mopango ot inyalo golne chik mondo odar eot mopangono bang' ndalo moko. ,"Kwa mfano,  mpangaji nyumba anaweza kupewa ilani ya kuhama nyumba aliyokidisha  katika kipindi fulani cha wakati. "
Dholuo,Swahili,Bed jachir kiwuoyo kod welo,Kuwa na ujasiri ukiongea na wageni
Dholuo,Swahili,Jomibadhi go ok nyal loko timbegi.,Wafisadi hawa hawabadili tabia zao.
Dholuo,Swahili,Maeri obiro kaluwore kod tim moro mane otimore nyoro kama echesa ne omaki etipo moro mar video kane ogoyo apisa moro mar iiebc mane ok giniyiego,Hii inatokana na kanda moja ya video iliyomnasa Echesa akimpiga afisa mmoja wa tumeya uchaguzi.
Dholuo,Swahili,Kelna pi mar logo,Niletee maji ya kunawa.
Dholuo,Swahili,"Ne giwacho ni ka ng'ato oketho chik moro achiel, to chik machielo mar ariyo en ni, kot onego oket chike ma tek ahinya ne ng'ato ang'ata madwaro timo mibadhi e pinyno. Chike ma kamago nyalo miyo ng'ato otho kata otwe maisa.",Ushirikiano huu linaweza Kutoa shauri mbalimbali na uliyobeba uzito kwani walienga wahinena kidole kimoja hakivunji  Chawa  Pili mahakama inapasa kuweka sheria kali kwa yule yeyote atakaye fanya ufisadi nchini Sheria hizo ni kama kifo and maisha gerazani.
Dholuo,Swahili,Ok amor kodi,Sijafurahi na wewe
Dholuo,Swahili,Yuaruok omuoch e od buch kaunti ma kakamega.,Mvutano umetokea bungeni katika kaunti ya Kakamega
Dholuo,Swahili,"Kane wachopo, dani norwakowa kendo chwero pi wang' mar mor. ","Tulipowasili,  nyanya alitupokea kwa mikono miwili akatupiga pambaja na kundondokwa machozi ya furaha. "
Dholuo,Swahili,dhok koro idhi thiethi kawuono,Ng'ombe sasa watatibiwa
Dholuo,Swahili,Pak beti ni dik,Noa hii panga
Dholuo,Swahili,Magi gin moko kuom gik mabeyo ma gedo kelo.,Zifuatazo ni miongoni mwa umuhimu wa miundo msingi. 
Dholuo,Swahili,Mano ngama goyo bul mamit no.,Ni nani anacheza ngoma vizuri hivyo
Dholuo,Swahili,Amwana!nopenjore. ,Amwana! aliwaza. 
Dholuo,Swahili,Be anyalo yudo pi luok?,"Je, nawezapata maji ya kuoga?"
Dholuo,Swahili,Atamalo piero auchiel mag jokenya komo nyuol.,Asilimia sitini ya wakenya wanapanga uzazi.
Dholuo,Swahili,Gin skunde mage mag praimari apar mabeyo ahinya e Kampala?,Shule za msingi kumi zilizo bora zaidi Kampala ni zipi?
Dholuo,Swahili,"Neye, aong'e kata remo. ","Tazama,  sina damu. "
Dholuo,Swahili,Tugo opira en mana achiel; nitie tuke mamoko mang'eny.,Kandanda ni mchezo mmoja tu; kuna wengine wengi.
Dholuo,Swahili,Mayowe nopenje. ,Mayowe aliuliza. 
Dholuo,Swahili,Bende nyisruok mar Coachella mar ngolo koda mich ne ok otimore nikech tuo mar korona.,Vile vile Tamasha Bonde la Coachella la Muziki na Sanaa halikufanyika kwa sababu ya virusi vya corona. 
Dholuo,Swahili,"Kuom timo kamano, giyudo keyo mang'eny makelo yuto maber.",Kwa njia hiyo watapata mazao mazuri yatakayoleta faida kwa wingi.
Dholuo,Swahili,"Osiptendewa bende ok yud yedhe moromo nikech kwan mar joma nigi tuwo mar kolera medore, kendo medruokno miyo yedhe bende dhi ka rumo.","Pia upungufu wa madawa katika hospitalini zetu hupungua kwa maana wagonjwa wa kipindupindu huendelea  kuongezeka na wakati wanapoongezeka, nazo madawa zinapungua."
Dholuo,Swahili,Aseyudo teko bang’ chiemo,Nimepata nguvu baada ya kula 
Dholuo,Swahili,Nindo tek matero janeko,Usingizi humchukua na hata mwendawazimu
Dholuo,Swahili,olero ni apisas mag somo kod mag arita dhi bedo akicha ekinde penj mar class 8 kod 12 juma manyien ka osiemo jogo man kod paro mar kwalo penj ni ondamo mager mar chik ibiro kawonegi.,Amesema kuwa maafisa wa mtihani pampoja na usalama watakaa ange kuhakikisha kuwa walio na mipango hiyo wanakamtwa
Dholuo,Swahili,Asetieko tich mane omiya,Nimemaliza kazi ambayo nilikua nimepewa
Dholuo,Swahili,Jangad bura: Owinjore to nyaka opar joode. ,"Kiongozi wa mashtaka:  Anastahili lakini awajali wengine. Inadaiwa kuwaunapolewa wewe huwapigia watu kelele na kutatizaamani yao,  Je,  ni kweli ?"
Dholuo,Swahili,Aruaki dalana gi nyithindi tee,Nimekukaribisha kwangu na watoto wako wote
Dholuo,Swahili,Anao nedwaro weche dhieth kata obedo ni sosmo mar siasa koda nonro mar oganda ne ohero bende. ,Anao alipenda udaktari ijapo somo la siasa na anthropolojia lilimpalilia si haba. 
Dholuo,Swahili,Gichina ne omaki ei mbeere south ecounty ma meru kuma ne oringo odhi oponde bang kane owinjo muya ni obila ne manye.,Gichira alikamatwa kule Mbeere Kusini katika kaunti ya Meru alikokuwa amejificha baada ya kusikia fununu kuwa anatafutwa.
Dholuo,Swahili,Nyako sek sunga e pesa.,Wewe musichana wacha kuniringia na pesa.
Dholuo,Swahili,Ne akawo tipone mag le duto ma ne ayudo.,Nilihakikisha nimepiga picha wanyama wote niliowaona.
Dholuo,Swahili,"Lakteche kawo mit bilie kuom jogo madwaro kalo chike ma oketi gi sirikal, jogo mawuotho kaonge gi abuog rombe,  kendo wuotho gotieno bang' seche mag wuotho otieno. ","Madaktari wanachukua hongo kwa watu wanaotaka kupita katika vizuio vilivyowekwa na serikali,  wanaotembea bila barakoa na wenye kutembea usiku baada ya masaa ya kafyu. "
Dholuo,Swahili,"Tiende ni, mondo gibed joma osetieg maber kendo molony.",Yaani wawe wamepata mafunzo na kuhitimu.
Dholuo,Swahili,Chuor adhiambo nodhi dala,Bwanake Adhiambo alienda nyumbani
Dholuo,Swahili,To ka en gi lony moro to ok onyal kwelo nikech en gi kaka okonyore pile ka pile.,Lakini ikiwa ana ujuzi wa kiufundi hawezi kuiba hivi basi humwezesha mtu kupata kipato cha siku.
Dholuo,Swahili,"Kuom ranyisi, e taonde mang'eny, ka ng'ato otiyo gi kalatese, ok owang'gi, kar mano ojwang'ogi, kendo mano ketho alwora.","Katika miji kubwa kubwa, kwa mfano, mtu akimaliza kutumia karatasi badala ya kupeleka kuchoma, anatupa chini na kuchafua mazingira."
Dholuo,Swahili,Kambino manie boma ma news york epiny america lero ni yadh andilano kaotiek los to ibiro mi jogo man kod ranyisi mar corona kagilero ni onyalo biro bedo kod nyalo mar rakruok gi tuono.,"Kampuni hiyo iliyoko jijini newyork, amerika imeeleza kuwa tembe hizo zitakapokamilika kutengenezwa  basi  wale wanaoonyesha dalili za corona watapewa huku wakieleza kuwa dawa hizo zitaweza kupigana na ugonjwa huo."
Dholuo,Swahili,Chopi e alap mar mor mondo ine tugo ma higa. ,Fika katika Ukumbi wa KajipumbazeUkajionee mchezo wa mwaka. 
Dholuo,Swahili,"E wi mano, ok onego giwuoth kilomita piero abich e sa achiel.","wa juu ili kupunguza ajali hizo Vilevile, magari yasipitishe kilomita hamsini kwa saa."
Dholuo,Swahili,"Liech otho e ndara, dak ne giywaye oko?",Ndovu ameaga barabarani mbona waliogopa kumtoa kando?
Dholuo,Swahili,"Bende, yedhego nyalo miyo omaki kendo bang'e inyalo riemb e skul.",Dawa hizi pia zinaweza kufanya utiwe mbaroni na hatimaye utakosa kuendelea na masomo.
Dholuo,Swahili,Idhi kanye sani?,Unaenda wapi leo?
Dholuo,Swahili,"E skunde mitiegoe nyithindo modak e ute ma ji odakie, dwarore ni nyithindo oket pachgi ahinya kuom rito ler, ka gilwokore pile ka pile.","Katika shule za bweni, wanafunzi wanafaa kuzingatia usafi kwa kuoga kila siku."
Dholuo,Swahili,"kata kamano,kik ibolri mokalo awacha","Hata  hivyo, usinyenyekee  kupita  kiasi."
Dholuo,Swahili,"Kokalo kuom chenro mag mise, dongruok mar riwruok mar ogendini nyalo nenore.","Kutokana na miundo msingi, ukuzaji wa umoja wa kitaifa unaweza kudhihirika."
Dholuo,Swahili,Jadolo obiro ka otuo,Mchungaji amekuja akihisi vibaya
Dholuo,Swahili,Tiyo gi paro manyien - go ema onego obed gimaduong ' e chenrogo.,Utekelezaji wa mawazo mapya unapaswa kuwa lengo kuu la miradi.
Dholuo,Swahili,"Mondo omi wageng' tuoche, dwarore ni warit ler mar alworawa.",Tunapaswa kudumisha usafi wa mazingira yetu ili tusipatwe na magonjwa.
Dholuo,Swahili,Bedo e skul biro konyo nyiri matindo kik nyuol kapod gitindo ahinya.,Kukaa shuleni kutawasaidia wasichana wadogo kuepuka kupata mimba katika umri mdogo.
Dholuo,Swahili,Timbeni richo richo nade.,Tabia zako ni mbaya
Dholuo,Swahili,Ichule pesa adi?,Unalipa pesa ngapi?
Dholuo,Swahili,"Awinjo ko pod nitie joma ong'eyo oko gi iye, wan mana joka. ","Nahisi bado kuna watu wajuao nje na ndani,  sisi ni walewale. "
Dholuo,Swahili,Makna gweno maringoni ater chiro.,Unishikie huyu kuku anayekimbia nimpeleke sokoni.
Dholuo,Swahili,Agombo wuok ka,Natamani kutoka hapa
Dholuo,Swahili,Ji piero ariyo gi auchiel otho kaluwore gi tuo mar korona eseche piero ariyo gi ang'wen mokadho.,Watu 26 wameaga kutokana na ugonjwa wa korona kwa dakika 24 zilizopita.
Dholuo,Swahili,Erokamano ahinya ,Asante sana
Dholuo,Swahili,"E wi mano, dongruok mosetim e yore mag yuto osemiyo kwan mar joma kwelo akor osedok chien, nimar rowere mang'eny oseyudo tije mopogore opogore mag yuto, kendo koro ok gin gi ting ' koro ginyalo yudo gik ma gikonyore go.","Vilevile, miundo msingi imeweza kuondoa tatizo la wizi wa kimabavu kwani vijana wengi wameweza kuajiriwa katika sekta mbalimbali hivyo basi kutoona haja ya kuiba kwani sasa wanaweza kukidhi mahitaji yao. "
Dholuo,Swahili,"Bende dwarore ni warit alworawa mondo tuoche kaka kolera, kod malaria kik yudwa.","Mazingira yanafaa kutunzwa ili kuepuka magonjwa mbalimbali kama kipindupindu, na hata kichocho na malaria."
